trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.15, 'e': 0.07999999999999918}",25,0,21.298140613899545,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
185,False,"{'a': 0.15, 'e': 0.07499999999999918}",20,11,6.325834179961866,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.15, 'e': 0.06999999999999917}",30,17,23.13773440928062,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.15, 'e': 0.06499999999999917}",30,13,24.408075551182005,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.15, 'e': 0.05999999999999917}",20,11,17.24333966782254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.15, 'e': 0.054999999999999175}",20,6,2.135741186218209,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.15, 'e': 0.04999999999999918}",20,8,24.147919980399003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.15, 'e': 0.04499999999999918}",20,12,0.5332509692715268,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.15, 'e': 0.03999999999999918}",25,18,14.477434836140649,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.15, 'e': 0.034999999999999185}",20,12,15.373768823073098,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.15, 'e': 0.029999999999999184}",20,14,10.48645372690498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.15, 'e': 0.024999999999999183}",20,10,5.304263042754072,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.15, 'e': 0.01999999999999918}",30,6,43.33951822104493,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.15, 'e': 0.01499999999999918}",20,13,14.475812743632506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.15, 'e': 0.00999999999999918}",20,15,9.84198157740888,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,16,7.235218595692985,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,3,26.61198433182293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,4,32.85569162518104,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,8,30.6028096344604,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,17,12.572014658870327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,12,13.714412109601161,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,19,20.855214289657624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,7,28.34983267346118,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,14.791602209945008,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,12.489654200578745,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",30,16,23.394647307863917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,14,8.630550225146003,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,26,13.67637010139213,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,8,24.002787140564394,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,13,14.312432210465868,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,15,17.38026946944836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,17,17.84342678840299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,12,15.644621863416884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,13,22.62618813523834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,5,25.382214298155233,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
